"...1";"State";"Year.x";"labor force participation rate";"employment-population ratio";"labor force";"employment";"unemployment";"unemployment rate";"n";"Id";"population";"Deaths";"crude_rate";"TOTAL FILINGS";"Post";"TreatPost";"Treat";"NonTreat";"Year.y";"AREA";"DATA TYPE";"TOTAL";"500+";"PercW";"FIPS";"IncidenceRate";"BankrupcyP100k";"TimingCntrl";"Delta";"Abr";"Pairty Law Passed";"Mandated offering laws";"Minimum Mandated Benefit";"Mandated if Offered";"No Law";"AccesstoParity";"NonPairtyLaw";"Pre_Post_Parity";"lcruderate";"Expr";"Expr_No-TreatPost-Period";"Expr_No-TreatPre-Period";"Expr_Treated-Post-Period";"Expr_Treated-Pre-Period";"D_ParityLawPassed";"D_Mandatedofferinglaws";"D_MinimumMandatedBenefit";"D_MandatedifOffered";"D_NoLaw";"D_AccessToParity";"D_NonParityLaw";"lDelta"
"271";487;"Louisiana";1990;60.7416666666667;56.9583333333333;1866775.33333333;1750296.83333333;116478.5;6.23333333333333;32;"Louisiana_1990";4222456;558;13.215;12918;0;0;1;1;1990;"Louisiana";"Employment";1271285;558948;0.439671670789791;22;0.00305935692402715;305.935692402715;NA;NA;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.58135254805625;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"272";488;"Louisiana";1991;61.5166666666667;57.0583333333333;1905305.83333333;1767260.91666667;138044.916666667;7.24166666666667;32;"Louisiana_1991";4256824;558;13.108;13778;0;0;1;1;1991;"Louisiana";"Employment";1305215;578798;0.443450312783718;22;0.00323668537858272;323.668537858272;2.58135254805625;-0.106999999999999;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.57322273083657;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.00812981721968464
"273";489;"Louisiana";1992;61.6916666666667;56.8583333333333;1924339.41666667;1773591.25;150748.166666667;7.83333333333333;32;"Louisiana_1992";4294771;529;12.317;14101;0;0;1;1;1992;"Louisiana";"Employment";1321004;575468;0.435629263802381;22;0.00328329496497019;328.329496497019;2.57322273083657;-0.791;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.51098042195935;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0622423088772206
"274";490;"Louisiana";1993;60.7666666666667;56.2333333333333;1909737.08333333;1767305.41666667;142431.666666667;7.45833333333333;32;"Louisiana_1993";4319122;530;12.271;12566;0;0;1;1;1993;"Louisiana";"Employment";1376196;605902;0.440273042502667;22;0.00290938760238771;290.938760238771;2.51098042195935;-0.0459999999999994;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.50723875499441;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.00374166696493683
"275";491;"Louisiana";1994;61.6166666666667;56.9166666666667;1951491.75;1802400.41666667;149091.333333333;7.65;32;"Louisiana_1994";4349878;552;12.69;12529;0;0;1;1;1994;"Louisiana";"Employment";1425368;632875;0.444008143861796;22;0.0028803106661842;288.03106661842;2.50723875499441;0.418999999999999;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.5408142817263;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0335755267318856
"276";492;"Louisiana";1995;61.5166666666667;57.3083333333333;1963958.08333333;1829243.25;134714.833333333;6.86666666666667;32;"Louisiana_1995";4380949;544;12.417;14738;0;0;1;1;1995;"Louisiana";"Employment";1452334;639492;0.440320201826852;22;0.0033641112918685;336.41112918685;2.5408142817263;-0.273;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.5190665014347;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0217477802915913
"277";493;"Louisiana";1996;61.7833333333333;57.8;1988915.58333333;1860603.16666667;128312.416666667;6.45833333333333;32;"Louisiana_1996";4401947;531;12.063;20437;0;0;1;1;1996;"Louisiana";"Employment";1498129;664135;0.443309621534594;22;0.00464271832441417;464.271832441417;2.5190665014347;-0.353999999999999;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.49014291658325;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0289235848514582
"278";494;"Louisiana";1997;61.875;58.2416666666667;2007709.25;1889463.33333333;118245.916666667;5.88333333333333;32;"Louisiana_1997";4424355;528;11.934;23158;0;0;1;1;1997;"Louisiana";"Employment";1531663;679903;0.443898559931264;22;0.00523420928022277;523.420928022277;2.49014291658325;-0.129000000000001;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.47939146909989;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0107514474833565
"279";495;"Louisiana";1998;62.225;58.7666666666667;2030200.16666667;1917867.25;112332.916666667;5.51666666666667;32;"Louisiana_1998";4443537;480;10.802;22946;1;1;1;1;1998;"Louisiana";"Employment";1577220;716620;0.454356399234095;22;0.00516390434016865;516.390434016865;2.47939146909989;-1.132;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.3797313021707;"Treated-Post-Period";0;0;1;0;0;0;0;0;1;0;0;-0.099660166929191
"280";496;"Louisiana";1999;61.7583333333333;58.675;2025961.33333333;1925176.5;100784.833333333;4.975;32;"Louisiana_1999";4460811;518;11.612;22630;1;1;1;1;1999;"Louisiana";"Employment";1579949;730200;0.462166816776997;22;0.0050730685518844;507.30685518844;2.3797313021707;0.81;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.45203904616238;"Treated-Post-Period";0;0;1;0;0;0;0;0;1;0;0;0.0723077439916842
"281";497;"Louisiana";2000;61.6;58.4333333333333;2026577.16666667;1922256.41666667;104320.75;5.15;32;"Louisiana_2000";4468976;467;10.45;28029;1;1;1;1;2000;"Louisiana";"Employment";1592357;738941;0.464054857045248;22;0.00627190658441665;627.190658441665;2.45203904616238;-1.162;"LA";2001;0;0;0;0;2001;0;"Pre-Pairty";2.34660197841082;"Treated-Post-Period";0;0;1;0;0;0;0;0;1;0;0;-0.105437067751563
"282";498;"Louisiana";2001;61.4583333333333;58.0416666666667;2026342.5;1912999.91666667;113342.583333333;5.6;32;"Louisiana_2001";4477875;491;10.965;27019;1;1;1;0;2001;"Louisiana";"Employment";1599482;748046;0.46768016145227;22;0.00603388884236384;603.388884236384;2.34660197841082;0.515000000000001;"LA";2001;0;0;0;0;2001;0;"Post-Parity";2.39470838186985;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0481064034590313
"283";499;"Louisiana";2002;60.875;57.2166666666667;2014526.66666667;1893792.75;120733.916666667;5.99166666666667;32;"Louisiana_2002";4497267;497;11.051;27133;1;1;1;0;2002;"Louisiana";"Employment";1583308;730206;0.461190115883959;22;0.00603321973100552;603.321973100552;2.39470838186985;0.0860000000000003;"LA";2001;0;0;0;0;2001;0;"Post-Parity";2.40252092160665;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.00781253973679386
"284";500;"Louisiana";2003;60.8666666666667;57.05;2024411.83333333;1897125.66666667;127286.166666667;6.28333333333333;32;"Louisiana_2003";4521042;460;10.175;29575;1;1;1;0;2003;"Louisiana";"Employment";1603922;721858;0.450058045216663;22;0.00654163354377155;654.163354377155;2.40252092160665;-0.875999999999999;"LA";2001;0;0;0;0;2001;0;"Post-Parity";2.31993373132866;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0825871902779864
"285";501;"Louisiana";2004;60.75;57.3;2029872.91666667;1914214.16666667;115658.75;5.7;32;"Louisiana_2004";4552238;537;11.796;29823;1;1;1;0;2004;"Louisiana";"Employment";1623680;728112;0.448433188805676;22;0.00655128312711242;655.128312711242;2.31993373132866;1.621;"LA";2001;0;0;0;0;2001;0;"Post-Parity";2.46776049095303;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.147826759624371
"286";514;"Maine";1990;67.2916666666667;63.675;632166.416666667;598248.916666667;33917.5;5.35833333333333;32;"Maine_1990";1227806;155;12.624;1809;0;0;1;1;1990;"Maine";"Employment";424027;160400;0.378277798347747;23;0.00147335979788338;147.335979788338;NA;NA;"ME";1996;0;0;0;0;1996;0;"Pre-Pairty";2.53559976410352;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"287";515;"Maine";1991;67.8416666666667;62.5666666666667;640463.583333333;590576.916666667;49886.6666666667;7.78333333333333;32;"Maine_1991";1237484;177;14.303;2305;0;0;1;1;1991;"Maine";"Employment";401691;155179;0.386314356059757;23;0.0018626503453782;186.26503453782;2.53559976410352;1.679;"ME";1996;0;0;0;0;1996;0;"Pre-Pairty";2.66046930547276;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.124869541369244
"288";516;"Maine";1992;67.8;62.825;641027.583333333;593994.25;47033.3333333333;7.33333333333333;32;"Maine_1992";1238753;157;12.674;2225;0;0;1;1;1992;"Maine";"Employment";398982;156982;0.393456346401592;23;0.00179616113946848;179.616113946848;2.66046930547276;-1.629;"ME";1996;0;0;0;0;1996;0;"Pre-Pairty";2.53955265090133;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.120916654571438
"289";517;"Maine";1993;66.4416666666667;61.9166666666667;630447.5;587503.916666667;42943.5833333333;6.81666666666667;32;"Maine_1993";1242424;181;14.568;1883;0;0;1;1;1993;"Maine";"Employment";411964;158093;0.383754405724772;23;0.00151558566157769;151.558566157769;2.53955265090133;1.894;"ME";1996;0;0;0;0;1996;0;"Pre-Pairty";2.67882734242531;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.139274691523982
"290";518;"Maine";1994;65.85;61.5333333333333;626890.666666667;585714.083333333;41176.5833333333;6.56666666666667;32;"Maine_1994";1242842;168;13.517;1752;0;0;1;1;1994;"Maine";"Employment";419774;163912;0.390476780362767;23;0.00140967234773205;140.967234773205;2.67882734242531;-1.051;"ME";1996;0;0;0;0;1996;0;"Pre-Pairty";2.60394815250169;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0748791899236161
"291";519;"Maine";1995;66.8833333333333;62.9583333333333;639225.333333333;601703.166666667;37522.1666666667;5.875;32;"Maine_1995";1243566;161;12.947;2192;0;0;1;1;1995;"Maine";"Employment";432290;170993;0.395551597307363;23;0.00176267282958846;176.267282958846;2.60394815250169;-0.57;"ME";1996;0;0;0;0;1996;0;"Pre-Pairty";2.56086410107651;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0430840514251805
"292";520;"Maine";1996;67.9666666666667;64.3583333333333;654387.916666667;619557.666666667;34830.25;5.325;32;"Maine_1996";1249196;171;13.689;3073;0;0;1;0;1996;"Maine";"Employment";437539;172371;0.393955738802712;23;0.00245998226059001;245.998226059001;2.56086410107651;0.742000000000001;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.61659259061338;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;0.055728489536865
"293";521;"Maine";1997;67.8083333333333;64.3;658173.666666667;624012.833333333;34160.8333333333;5.19166666666667;32;"Maine_1997";1254858;137;10.918;4218;0;0;1;0;1997;"Maine";"Employment";447063;174525;0.390381221438589;23;0.00336133650181933;336.133650181933;2.61659259061338;-2.771;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.39041280335957;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;-0.226179787253809
"294";522;"Maine";1998;67.1666666666667;64.175;655515.916666667;626270.916666667;29245;4.45833333333333;32;"Maine_1998";1259375;196;15.563;4515;1;1;1;0;1998;"Maine";"Employment";456715;178148;0.390063825361549;23;0.00358511166253102;358.511166253102;2.39041280335957;4.645;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.74489630222287;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.354483498863307
"295";523;"Maine";1999;67.9833333333333;65.2833333333333;669180.416666667;642407.25;26773.1666666667;4.00833333333333;32;"Maine_1999";1266808;175;13.814;4177;1;1;1;0;1999;"Maine";"Employment";475149;186337;0.392165404957182;23;0.00329726367373746;329.726367373746;2.74489630222287;-1.749;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.62568257066678;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.119213731556092
"296";524;"Maine";2000;68.1333333333333;65.875;677436.666666667;654913.333333333;22523.3333333333;3.33333333333333;32;"Maine_2000";1274923;154;12.079;4042;1;1;1;0;2000;"Maine";"Employment";491780;196942;0.400467688803937;23;0.0031703875449733;317.03875449733;2.62568257066678;-1.735;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.49146840762314;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.13421416304364
"297";525;"Maine";2001;67.175;64.6416666666667;674865.166666667;649548.666666667;25316.5;3.75;32;"Maine_2001";1285692;160;12.445;4548;1;1;1;0;2001;"Maine";"Employment";500030;204658;0.409291442513449;23;0.0035373946481739;353.73946481739;2.49146840762314;0.366;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.52131893581956;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0298505281964139
"298";526;"Maine";2002;66.825;63.8166666666667;678708.416666667;648417.333333333;30291.0833333333;4.45833333333333;32;"Maine_2002";1295960;166;12.809;4422;1;1;1;0;2002;"Maine";"Employment";486766;194308;0.399181536919177;23;0.00341214235007253;341.214235007253;2.52131893581956;0.363999999999999;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.550148048849;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.028829113029444
"299";527;"Maine";2003;66.7166666666667;63.2833333333333;684990.75;649742.25;35248.5;5.15;32;"Maine_2003";1306513;137;10.486;4660;1;1;1;0;2003;"Maine";"Employment";488973;189633;0.387818959329043;23;0.00356674598721942;356.674598721942;2.550148048849;-2.323;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.35004103415034;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.200107014698658
"300";528;"Maine";2004;66.2333333333333;63.15;685844.833333333;653933.583333333;31911.25;4.65833333333333;32;"Maine_2004";1313688;171;13.017;4508;1;1;1;0;2004;"Maine";"Employment";494256;191510;0.387471269949176;23;0.00343156061408797;343.156061408797;2.35004103415034;2.531;"ME";1996;0;0;0;0;1996;0;"Post-Parity";2.56625619548432;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.216215161333982
"301";541;"Maryland";1990;69.75;66.7333333333333;2574086.41666667;2462725.66666667;111360.75;4.325;32;"Maryland_1990";4784119;486;10.159;10311;0;0;1;1;1990;"Maryland";"Employment";1810872;808762;0.446614669617731;24;0.00215525575346265;215.525575346265;NA;NA;"MD";1995;0;0;0;0;1995;0;"Pre-Pairty";2.31836001210941;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"302";542;"Maryland";1991;70.35;66.1666666666667;2616180.5;2460539.75;155640.75;5.94166666666667;32;"Maryland_1991";4868547;429;8.812;14707;0;0;1;1;1991;"Maryland";"Employment";1731154;783108;0.452361834937851;24;0.0030208191478895;302.08191478895;2.31836001210941;-1.347;"MD";1995;0;0;0;0;1995;0;"Pre-Pairty";2.1761144289401;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.142245583169311
"303";543;"Maryland";1992;70.9333333333333;66.2916666666667;2654918.66666667;2481562.08333333;173356.583333333;6.53333333333333;32;"Maryland_1992";4924464;461;9.361;16790;0;0;1;1;1992;"Maryland";"Employment";1718663;780310;0.454021527198759;24;0.00340950812108688;340.950812108688;2.1761144289401;0.549000000000001;"MD";1995;0;0;0;0;1995;0;"Pre-Pairty";2.23655212238961;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0604376934495114
"304";544;"Maryland";1993;70.675;66.4333333333333;2661672.83333333;2502360;159312.833333333;5.99166666666667;32;"Maryland_1993";4972392;529;10.639;15790;0;0;1;1;1993;"Maryland";"Employment";1726770;778866;0.451053701419413;24;0.00317553402869283;317.553402869283;2.23655212238961;1.278;"MD";1995;0;0;0;0;1995;0;"Pre-Pairty";2.36452649453423;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.127974372144621
"305";545;"Maryland";1994;70.875;67.1666666666667;2688909.08333333;2548887.16666667;140021.916666667;5.2;32;"Maryland_1994";5023845;528;10.51;15343;0;0;1;1;1994;"Maryland";"Employment";1752158;792955;0.452559072868999;24;0.00305403530562746;305.403530562746;2.36452649453423;-0.129;"MD";1995;0;0;0;0;1995;0;"Pre-Pairty";2.35232718488886;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0121993096453692
"306";546;"Maryland";1995;70.9916666666667;67.4416666666667;2713365.5;2578152.91666667;135212.583333333;4.98333333333333;32;"Maryland_1995";5070237;509;10.039;17925;0;0;1;0;1995;"Maryland";"Employment";1820573;826746;0.454113073191792;24;0.0035353376972319;353.53376972319;2.35232718488886;-0.471;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.30647750770939;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;-0.0458496771794703
"307";547;"Maryland";1996;71.2166666666667;67.7083333333333;2748690.25;2613078.41666667;135611.833333333;4.93333333333333;32;"Maryland_1996";5113159;501;9.798;24347;0;0;1;0;1996;"Maryland";"Employment";1831367;843185;0.460412904677217;24;0.00476163561508649;476.163561508649;2.30647750770939;-0.241;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.28217828321638;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;-0.024299224493006
"308";548;"Maryland";1997;71.2666666666667;67.8333333333333;2771517.75;2638530.91666667;132986.833333333;4.80833333333333;32;"Maryland_1997";5156659;519;10.065;31991;0;0;1;0;1997;"Maryland";"Employment";1906880;881098;0.462062636348381;24;0.0062038230567505;620.38230567505;2.28217828321638;0.266999999999999;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.30906405909175;"Treated-Pre-Period";0;0;0;1;1;0;0;0;0;1;0;0.0268857758753716
"309";549;"Maryland";1998;70.5083333333333;67.5;2763437.58333333;2646114.5;117323.083333333;4.24166666666667;32;"Maryland_1998";5205894;497;9.547;35430;1;1;1;0;1998;"Maryland";"Employment";1938727;906812;0.467735787452282;24;0.0068057474854463;680.57474854463;2.30906405909175;-0.517999999999999;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.2562269690159;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0528370900758586
"310";550;"Maryland";1999;70.075;67.65;2770467.91666667;2674823.08333333;95644.8333333333;3.45833333333333;32;"Maryland_1999";5254509;433;8.241;32273;1;1;1;0;1999;"Maryland";"Employment";1988950;948915;0.477093441262978;24;0.00614196302642169;614.196302642169;2.2562269690159;-1.306;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.10912169578125;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.14710527323465
"311";551;"Maryland";2000;70.1416666666667;67.6666666666667;2801499.83333333;2702613.25;98886.5833333333;3.51666666666667;32;"Maryland_2000";5296486;474;8.949;30335;1;1;1;0;2000;"Maryland";"Employment";2058304;982948;0.477552392649482;24;0.00572738226816799;572.738226816799;2.10912169578125;0.708;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.19154179420072;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0824200984194747
"312";552;"Maryland";2001;70.025;67.0916666666667;2836137;2717226.41666667;118910.583333333;4.20833333333333;32;"Maryland_2001";5374691;452;8.41;35388;1;1;1;0;2001;"Maryland";"Employment";2091198;995921;0.476244238948201;24;0.0065841924679949;658.41924679949;2.19154179420072;-0.539;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.12942147398486;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;-0.0621203202158647
"313";553;"Maryland";2002;69.9416666666667;66.6166666666667;2872825.41666667;2735451.5;137373.916666667;4.775;32;"Maryland_2002";5440389;477;8.768;35573;1;1;1;0;2002;"Maryland";"Employment";2062515;975290;0.472864439773771;24;0.00653868684757652;653.868684757652;2.12942147398486;0.358000000000001;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.17110873020566;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0416872562208033
"314";554;"Maryland";2003;69.2833333333333;65.9583333333333;2880283.25;2742247.83333333;138035.416666667;4.8;32;"Maryland_2003";5496269;491;8.933;34231;1;1;1;0;2003;"Maryland";"Employment";2088841;973241;0.465923926234692;24;0.00622804305975563;622.804305975563;2.17110873020566;0.164999999999999;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.1897522847197;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.0186435545140422
"315";555;"Maryland";2004;68.575;65.3916666666667;2884578.91666667;2751687.66666667;132891.25;4.61666666666667;32;"Maryland_2004";5546935;497;8.96;29467;1;1;1;0;2004;"Maryland";"Employment";2151474;1005165;0.467198302187245;24;0.00531230310072139;531.230310072139;2.1897522847197;0.027000000000001;"MD";1995;0;0;0;0;1995;0;"Post-Parity";2.19277022698684;"Treated-Post-Period";0;0;1;0;1;0;0;0;0;1;0;0.00301794226713703
"316";568;"Massachusetts";1990;68.5666666666667;64.1916666666667;3231365.83333333;3025421.83333333;205944;6.38333333333333;32;"Massachusetts_1990";6018936;528;8.772;10154;0;0;1;1;1990;"Massachusetts";"Employment";2772586;1331180;0.480122167536012;25;0.00168700913251113;168.700913251113;NA;NA;"MA";2002;0;1996;0;0;2002;1996;"Pre-Pairty";2.17156483055564;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;NA
"317";569;"Massachusetts";1991;67.8416666666667;61.8416666666667;3185786.16666667;2903811.58333333;281974.583333333;8.85833333333333;32;"Massachusetts_1991";6019893;489;8.123;14476;0;0;1;1;1991;"Massachusetts";"Employment";2615353;1283579;0.490786138620676;25;0.00240469390402786;240.469390402786;2.17156483055564;-0.649000000000001;"MA";2002;0;1996;0;0;2002;1996;"Pre-Pairty";2.09469954406882;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.0768652864868251
"318";570;"Massachusetts";1992;67.975;61.9833333333333;3184326.5;2904449.33333333;279877.166666667;8.775;32;"Massachusetts_1992";6030816;534;8.855;17172;0;0;1;1;1992;"Massachusetts";"Employment";2590586;1281422;0.494645613000302;25;0.00284737587749319;284.73758774932;2.09469954406882;0.732000000000001;"MA";2002;0;1996;0;0;2002;1996;"Pre-Pairty";2.1809822712348;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.0862827271659805
"319";571;"Massachusetts";1993;67.9166666666667;62.95;3187671.91666667;2955090.83333333;232581.083333333;7.3;32;"Massachusetts_1993";6061991;467;7.704;15252;0;0;1;1;1993;"Massachusetts";"Employment";2632691;1292637;0.49099457551228;25;0.00251600505510483;251.600505510483;2.1809822712348;-1.151;"MA";2002;0;1996;0;0;2002;1996;"Pre-Pairty";2.04173967449582;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.139242596738973
"320";572;"Massachusetts";1994;67.8166666666667;63.5916666666667;3196781.83333333;2997556;199225.833333333;6.23333333333333;32;"Massachusetts_1994";6096823;512;8.398;14192;0;0;1;1;1994;"Massachusetts";"Employment";2660140;1294919;0.486786033817769;25;0.00232776972531432;232.776972531432;2.04173967449582;0.694;"MA";2002;0;1996;0;0;2002;1996;"Pre-Pairty";2.127993582262;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;0.086253907766177
"321";573;"Massachusetts";1995;67.4666666666667;63.7916666666667;3202999.75;3028110.33333333;174889.416666667;5.45833333333333;32;"Massachusetts_1995";6141664;489;7.962;14912;0;0;1;1;1995;"Massachusetts";"Employment";2735294;1339826;0.489828881282963;25;0.00242800648163104;242.800648163104;2.127993582262;-0.436;"MA";2002;0;1996;0;0;2002;1996;"Pre-Pairty";2.07468022457813;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.053313357683876
"322";574;"Massachusetts";1996;67.6916666666667;64.575;3237123.58333333;3087791.83333333;149331.75;4.61666666666667;32;"Massachusetts_1996";6180890;490;7.928;17744;0;0;1;1;1996;"Massachusetts";"Employment";2778508;1371153;0.493485352570516;25;0.00287078398094773;287.078398094773;2.07468022457813;-0.0339999999999998;"MA";2002;0;1996;0;0;2002;1996;"Pre-Pairty";2.07040079702769;"Treated-Pre-Period";0;0;0;1;0;0;0;0;1;0;0;-0.00427942755043853
